0,1
1,7
2,31
3,211
4,1333
5,6541
6,45787
7,281263
8,1968841
9,13781887
10,93098053
11,649998793
12,4549991551
13,31849940857
14,215149600483
15,1506047203381
16,10542330423667
17,86982188480467
18,587573558919073
19,4113014912433511
20,28791104387034577
21,247368468304929733
22,1731579278134508131
23,12121054946941556917
24,102813033766100474467
25,739384351763434971937
26,5612048440433940852571
27,43284287215528299750607
28,342334954866470392006831
29,2640341520147226284787027
30,20040624980789602784531041
31,174639731975452252836627643
32,1222478123828165769856393501
33,10962221864491912723138479427
34,81906034296487106580378364567
35,668695533734006676111447245047
36,5649071410209954022506394368121
37,44802600760178447299466965418149
38,378487784484066919507928422664107
39,3090042061384844850310997719362187
40,25582285034061893407995637253763079
41,207032818112784604970836847197266529
42,1764414017050746409527579697755808777
43,14699330086007706952929416151005923559
44,118215739142400009438347839749639188059
45,1000175544302862426614112808809994601599
46,8393317479110400670122696622224382352189
47,71012463645503232289602009425509616713529
48,571100235796934445596658413830506917513029
49,5139902122172410010369925724474562257617261
50,40548116741582345637362747381965991143425059
51,360364248787865635171491459127049864950721299
52,3116808041864782368422921795695042587173501339
53,25066160449363249751682934441434779116564355839
54,225595444044269247765146409972913012049079202551
55,1779697391904790732369488345341869317276069264569
56,15816747243548210593311931632545345622552108534409
57,140596093960478467857189579282007676064809471900951
58,1122989054291922952125147145910719539201199705943039
59,10106901488627306569126324313196475852810797353487351
60,82597535655693242680000323595661496884099650637911859
61,734071056320316001846200058998062035688265909190456099
62,6525205316799766171720025564057258253843872400395036861
63,52119044998742436131080204188862404533866879552522383029
64,469071404988681925179721837699761640804801915972701447261
65,4117404554900652454355336130920129958175483484649268259291
66,34450688744168750282644014968838049396886007384217295182169
67,310056198697518752543796134719542444571974066457955656639521
68,2703466983129768904555261271480481785576208909268888530097259
69,23805425922220606445307014343467092133248231102494150970878779
70,206945287286221682947842597917810162727094246356993292159289183
71,1786991675848777245911027700448598460265874089026735318394288199
72,16082925082638995213199249304037386142392866801240617865548593791
73,141172342392053402426971188335439278361004053033112090153148767721
74,1234811248011505076924520141009981536043718995517474105010453145509
75,10734458996823604916187543396594730950817105652783599057594489211393
76,96610130971412444245687890569352578557353950875052391518350402902537
77,848022260749064788378815928330983745114551346569904325549964647700047
78,7417511166805110997085592487046959087014620006073466948797792045072563
79,65383589749652577544498326828658506221426990531104901859808033786594763
80,585983382177603768769761806476709767874154980479803888955025571560732477
81,5165303590222553626015367819464021991492732251957287246924834669140986277
82,45180060517009931083248343838603027799006050456993487185127351346536981233
83,406620544653089379749235094547427250191054454112941384666146162118832831097
84,3569224780843784555576619163249639196121477986102485487625060756376421517407
85,32123023027594061000189572469246752765093301874922369388625546807387793656663
86,283324159502169277823050364211879587327566942415806158137933620294133409312143
87,2549917435519523500407453277906916285948102481742255423241402582647200683809287
88,22382608600671372948020978772738487398877788450848686492896756003236539335659297
89,201443477406042356532188808954646386589900096057638178436070804029128854020933673
90,2017036738925658684262903444916472852872973518028250496281186709582686951495526433
91,17790207299300711123787155419228131167885255881230884475638989951888930904118771113
92,160111865693706400114084398773053180510967302931077960280750909567000378137068940017
93,1405426376644756178779185278119022362262935214617239873575480206199225541425382917927
94,12648837389802805609012667503071201260366416931555158862179321855793029872828446261343
95,131843226295117570138386608811899680085197631335802084848960554533448866930424212718443
96,1186589036656058131245479479307097120766778682022218763640644990801039802373817914465987
97,10415614877314288040932542096140074726730612875528364703067883808142460487503512804756997
98,93740533895828592368392878865260672540575515879755282327610954273282144387531615242812973
99,922492359675708415870902853666485779119783153235249290977600122264841461655251414286006333
100,8947013179612973427161053660584324190261596460078865279935312191194373558765517499286260423
101,79064932533692760518718927051799307250612082338135816460988305987609417560639165700910364227
102,711584392803234844668470343466193765255508741043222348148894753888484758045752491308193278043
103,6836590877556675070019261048522326109056712948626432495434994506104740072327068231273592933863
104,67916777046442081285579558337495604928275778728458666339988954843356489684589043337082002870993
105,611250993417978731570216025037460444354482008556127997059900593590208407161301390033738025838937
106,5766284594614746717390690068814775277094389777002583230316338143982342432114974993733093773439337
107,51896561351532720456516210619332977493849507993023249072847043295841081889034774943597843960954033
108,536952684114178816674382782011992014931423291698068634623959903503972390020640265952459262618533883
109,4953238466774067430238602769111891963024080818445218994841734465680832149186763519616727551384390483
110,44579146200966606872147424922007027667216727366006970953575610191127489342680871676550547962459514347
111,425084734030404513259324281182956418652121319970853433155690131636234301753083841563009939884174484303
112,4076007825110731397375239698253031385344434207280039005430479627498654412646680258845118262537290705853
113,40571976281346386321084395281795507069130245983884788786748647008391696133988779989180615373389542446253
114,365147786532117476889759557536159563622172213854963099080737823075525265205899019902625538360505882016277
115,3501290721770118270345330900799353960010868984053553505664782000021344140463498342347956587519532716327727
116,33386580095482000875900588368390580077356260591830799493481058628841478293988958000200363688442948171641923
117,332649633530759021446570956915441362459798886821871383262552156821803516602574007131291865446420858516828347
118,3133333156232100069191026763217785215441859767089438353211811259811082300731819489784429744671500973581672937
119,28679072302019038752398605408447508286449027848382656764900229362174829854536514922172112408372492479440411857
120,286490243799331049516102948789159567643794072138500090453560964094088725240719248599719320810528938260859341263
121,2825539660060737216128342694205263182526737690147232391932795472817483149498579504514956979316615146714227585413
122,26126634867139344303435129527095680048955064369876600312824108948941269997482765094098794404027340648770215201727
123,246095119423625371534332433009888068606019107966971577699608868156822214981777834547158896576244357966078174144917
124,2427138567992173268654246374322321073790467675836472624670271311150218025419279794378348045232972411027521495869767
125,24245955822981186051597308658975363369261936119153401155175317952246822905847310728242845839515874573954786910428953
126,224192653794922713467776846472008030500083407357911107284343678890865037848399607272461754780958610107097216646019387
127,2160469053420007136699904429393807354292241748842043480624866253548742225325027609489507953042849218584200290818226343
128,20827276051940838818322088138059837134196003126352771592295598120980020876122839915560604576144136259027161956058470627
129,212855246169951832346972772717144715018750537190047708741284116302774858290433540883243943625109862884749074286655778387
130,1968187307665626501533612935177758499760232233195101610849253156982904167271100152244941745222035638130206464935404198473
131,18973648483318104163491422293772511629252558848107374920581289888212799018147907163075710768867308131973744541969266741197
132,182842656459988623986049611764027310201106711446250981808763055904083603271482411618706547573969372217999454812237313634433
133,1881489845020935035144982470330614404439838864055819248015257899094246690511032119303737280574379141837641091465159593554753
134,17656608337068335345258041641479671501349043363993256550928650071293633284589039465789372396386881709666082196935511064501283
135,166569660035049636451291196317028879593208214127534644427783143928620162580320476984641664839886098090597503333948192720968463
136,1640281471102557945778851067135088999814128308384317557806413374515534004948468714631416438286079238167673109120580940614498443
137,16523600228315720690963938424399960975078805176610117704461548506237768493733486059014907312994241500200106883009317296172972587
138,159232367073966752959355011446550227662148002903908038778779291258245191664639159288794589792290281152861403211787921562132301143
139,1494296420174430288604533322160066078830670888938113295161642584183651478508054999029220375278618185970750202408849236899808081573
140,15157841074458737976942362711395357447282359697779478551689065993898049739728799391908919306201658239907467201383288472218580111763
141,145060686404383711945972415427807257400216830645460223327467934336261369606486274112091871300776446130256738325938796543102526341273
142,1428473565020555740798373807687002092357129734050959015884429021877717614423477897979776265026636112222319648212949444333888873553853
143,13808793218831910296994492430081170634474229684677104960588739120441123312892936246029025487949710656555702620460175798191126481816093
144,137133076775827642015526627507951424120369498148739595210279101593117879834162715315910583059694069544721716825262503319532287454035783
145,1301339417733726279867318538802858906137345187720423663470714838930600746739788365059576177439265498234533199521996943788172763807560083
146,13200524214354955600717772356835586335472235872364912265788008591171988474887359255231112465111144313046455869135865815089467080511155573
147,128187027450416623286999873228443506999824274162857565349145265255054947713585127171887443604637164024806587425731811934608227130698791319
148,1258395216948513312631697027022364562234812796525649682576181249245890922097375349012610163583769736792793603937771044643163062601910600261
149,12025677559277364552253890617077219151615206879724435074132875826557681500622384281515543455716252469185321296782773757546504510345662727003
150,119425219704841794429703689624477164675130305222291000020370971483500161129057118049882365379778834038481346253333181528384402707383596376993
151,1175384076830696646965240644750668995471217684346151577507047820385346831063590988993824858801096429925910965673462381595859310171390150126513
152,11628830199821211522029512226713670919611905052693528716686490924281278011101845600225530521677616137702205693988942223547469861504255857011901
153,111634364782771775138572866598327825384443965464481930793175486297934957370277593285308789899413971671447337598034488791304201369538787094768849
154,1103608455292443022324891795819793478762879150559191131188248147479024988993616827898962938474536205349606120727051930503800265418931814119792313
155,10861724253992467714605788798140932187149522621042786727742628908180990065858644329291935520180932108945343233788465868327335885293816377319106633
156,107866172114829861988647099209413644383389118110130676419399285524583664033536808650952301117035420470730775230819316221433604753738645467260224523
157,1067189376267792402588170366557740293963704138590737823859035958612217164356827472578297161504876510573069118743059216797174856660107064253839166671
158,10244797290479748576241970540595142863355807154640971270820507553047788972827745013386072957859119594260393618709223070866777863883944030474032041579
159,100829386249812077794685537413142273493309018491140189193634824154644130781365795308817037433839592767339621239258328655682659023182497430653266874139
160,996791296513142754637087843794191487746898840455717580791668797532677639333913648743450214622524320570023093908001301202267941529298822762951734817043
161,9906718979893916873225985512755503148865065518537819218883430803797211936724429427944332550249768647649800629291818709528174194375773877468388984206893
162,97502016503568279227460914678508578468029820880932562950244874957540874465580724063626075198522886206017413738362803810045131275417475015441709067292413
163,950932329299620742595355947548581755719549375900929594328830331581448820246844119887508678021441339858843996082208794660925188103571568852630128131404359
164,9253213605531504191296086453941479580754461935950426302489061447495846525936720401285448342340893267851524380747976079060653301216480971708480954306610169
