7,2,0.9729550745276566,1.9459101490553132
8,2,1.0397207708399179,2.0794415416798357
3,1,1.0986122886681098,1.0986122886681098
3,1,1.0986122886681098,1.0986122886681098
31,3,1.1446624014950488,3.4339872044851463
11,2,1.1989476363991853,2.3978952727983707
43,3,1.253733371897854,3.7612001156935624
13,2,1.2824746787307684,2.5649493574615367
211,4,1.3379645333690167,5.351858133476067
61,3,1.3702912880577705,4.110873864173311
67,3,1.4015642064636553,4.204692619390966
71,3,1.4208932923471052,4.2626798770413155
331,4,1.4505295938442657,5.802118375377063
79,3,1.456482617489007,4.3694478524670215
19,2,1.4722194895832201,2.9444389791664403
421,4,1.5106582084205953,6.042632833682381
463,4,1.5344317635215585,6.137727054086234
103,3,1.544909662743212,4.634728988229636
2311,5,1.549087122054876,7.745435610274381
23,2,1.5677471079645748,3.1354942159291497
547,4,1.5761122006054953,6.304448802421981
2731,5,1.582484624294741,7.912423121473705
571,4,1.5868473024140026,6.3473892096560105
5,1,1.6094379124341003,1.6094379124341003
5,1,1.6094379124341003,1.6094379124341003
631,4,1.6118264656353032,6.447305862541213
127,3,1.6147290288195304,4.844187086458591
661,4,1.6234384599629215,6.493753839851686
131,3,1.6250657744003838,4.875197323201151
691,4,1.6345349559419176,6.53813982376767
3571,5,1.63612018951889,8.18060094759445
139,3,1.6448246443768972,4.9344739331306915
151,3,1.6724266122716414,5.017279836814924
29,2,1.683647914993237,3.367295829986474
157,3,1.685415268449436,5.056245805348308
4621,5,1.6876732821740532,8.438366410870266
859,4,1.6889422304960637,6.755768921984255
4831,5,1.6965617529108812,8.482808764554406
911,4,1.7036357243149896,6.814542897259958
967,4,1.7185496238633235,6.874198495453294
991,4,1.724678633582497,6.898714534329988
1021,4,1.7321344545411663,6.928537818164665
181,3,1.7328323437552753,5.198497031265826
1051,4,1.7393743427192379,6.957497370876951
6007,5,1.7401361469700323,8.700680734850161
6091,5,1.742913510167297,8.714567550836485
6271,5,1.748738222108604,8.74369111054302
1093,4,1.7491703720441347,6.996681488176539
191,3,1.7507578093488767,5.25227342804663
1123,4,1.7559397386846107,7.023758954738443
199,3,1.7644349415748308,5.293304824724492
1171,4,1.7664033408994293,7.065613363597717
1231,4,1.7788955315461135,7.115582126184454
43891,6,1.7815774277760055,10.689464566656033
7411,5,1.7821441323902718,8.910720661951359
7591,5,1.7869437228033536,8.934718614016768
1291,4,1.7907930977116606,7.1631723908466425
46411,6,1.7908819631805761,10.745291779083457
1303,4,1.7931061442812113,7.172424577124845
1321,4,1.7965360761305813,7.186144304522325
1327,4,1.7976690085830518,7.190676034332207
8191,5,1.8021582539031205,9.010791269515602
223,3,1.8023905904867064,5.407171771460119
37,2,1.8054589563221122,3.6109179126442243
1381,4,1.8076407883523231,7.2305631534092925
51871,6,1.8094191910210426,10.856515146126256
229,3,1.8112406678514132,5.43372200355424
8581,5,1.8114611471614244,9.057305735807121
8779,5,1.8160235569852419,9.080117784926209
1429,4,1.8161825444824669,7.264730177929867
8971,5,1.8203504863118567,9.101752431559284
1471,4,1.8234244301503595,7.293697720601438
1483,4,1.825455585534483,7.301822342137932
239,3,1.825487850643837,5.476463551931511
9241,5,1.826281076777608,9.13140538388804
9283,5,1.8271880098799866,9.135940049399933
241,3,1.828265644496885,5.484796933490655
1531,4,1.833419098914421,7.333676395657684
9661,5,1.8351704883035018,9.17585244151751
9871,5,1.8394712888835776,9.197356444417888
62791,6,1.841261171680703,11.047567030084219
1597,4,1.8439705370537531,7.3758821482150125
10627,5,1.8542306422745392,9.271153211372695
10711,5,1.855805305952926,9.27902652976463
41,2,1.856786033352154,3.713572066704308
1723,4,1.8629555591319824,7.45182223652793
11131,5,1.8634978574986452,9.317489287493226
